cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_h,effect_value
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,48,4800
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,96,263
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,263
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,96,358
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,48,25
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,48,325
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,72,263
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,48,290
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,72,325
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,48,358
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,72,358
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,48,36.4
94757,"2,4-D",ALGAE,Chlorella fusca var vacuolata,NA,C,NOEC,24,11.4
94757,"2,4-D",ALGAE,Chlorella fusca var vacuolata,NA,A,EC50,24,189
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,25
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,41.8
94757,"2,4-D",FISH,Tilapia sp,NA,C,NOEC,168,1
94757,"2,4-D",FISH,Tilapia sp,NA,A,LC50,168,2.88
94757,"2,4-D",FISH,Tilapia sp,NA,A,LC50,48,9.49
94757,"2,4-D",FISH,Danio rerio,NA,A,LC50,96,160
94757,"2,4-D",FISH,Danio rerio,NA,A,LC50,48,160
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,24,240
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,48,135
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,24,180
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,48,195
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,24,225
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,24,235
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,48,90
94757,"2,4-D",FISH,Carassius auratus,NA,C,NOEC,336,78
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,C,NOEC,168,0.21
94757,"2,4-D",FISH,Carassius auratus,NA,A,NOEC,96,5
94757,"2,4-D",FISH,Carassius auratus,NA,C,NOEC,336,5.1
94757,"2,4-D",FISH,Carassius auratus,NA,A,NOEC,96,61
94757,"2,4-D",FISH,Micropterus salmoides,NA,A,LC50,96,160.7
94757,"2,4-D",FISH,Carassius auratus,NA,A,LC50,96,187
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,1970
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,165
94757,"2,4-D",ALGAE,Phyllospora comosa,NA,C,NOEC,96,10
94757,"2,4-D",INVERT,Daphnia magna,NA,A,EC50,24,143
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,LC50,24,147
94757,"2,4-D",INVERT,Pteronarcys californica,NA,A,LC50,96,1.6
94757,"2,4-D",INVERT,Crassostrea virginica,NA,C,NOEC,336,25
94757,"2,4-D",INVERT,Daphnia magna,NA,C,NOEC,504,56
94757,"2,4-D",INVERT,Daphnia magna,NA,C,NOEC,504,56
94757,"2,4-D",FISH,Pimephales promelas,NA,A,EC50,96,133
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,EC50,96,24.5
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,EC50,96,44.5
94757,"2,4-D",FISH,Pimephales promelas,NA,A,EC50,96,320
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,26.4
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,19.2
94757,"2,4-D",FISH,Pimephales promelas,NA,C,NOEC,840,63.4
94757,"2,4-D",INVERT,Penaeus duorarum,NA,A,EC50,96,467
94757,"2,4-D",FISH,Menidia beryllina,NA,A,EC50,96,175
94757,"2,4-D",INVERT,Daphnia magna,NA,C,NOEC,504,79
94757,"2,4-D",ALGAE,Anabaena flos-aquae,NA,C,NOEC,120,2.02
94757,"2,4-D",ALGAE,Navicula pelliculosa,NA,C,NOEC,96,2.02
94757,"2,4-D",ALGAE,Skeletonema costatum,NA,C,NOEC,96,2.02
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,24.2
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,25.9
94757,"2,4-D",ALGAE,Anabaena flos-aquae,NA,C,NOEL,120,2.02
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,120,20.7
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEL,120,4.7
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,25
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,41.772
94757,"2,4-D",FISH,Channa punctata,NA,A,LC50,96,107
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,122
94757,"2,4-D",FISH,Heteropneustes fossilis,NA,A,LC50,96,81
94757,"2,4-D",ALGAE,Chlorella fusca,NA,A,EC50,24,88.9
94757,"2,4-D",FISH,Tinca tinca,NA,A,LC50,96,800
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LD50,168,1000
94757,"2,4-D",FISH,Oryzias latipes,NA,C,NOEC,672,27.2
94757,"2,4-D",FISH,Oryzias latipes,NA,A,LC50,96,2780
94757,"2,4-D",FISH,Oryzias latipes,NA,A,LC50,96,2780
94757,"2,4-D",FISH,Oryzias latipes,NA,C,NOEC,672,27.2
94757,"2,4-D",FISH,Oryzias latipes,NA,C,NOEC,672,27.2
94757,"2,4-D",FISH,Oryzias latipes,NA,C,NOEC,672,30
94757,"2,4-D",FISH,Oryzias latipes,NA,C,NOEC,672,30
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,48,8
94757,"2,4-D",ALGAE,Chlorella vulgaris,NA,C,NOEC,96,100
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,100
94757,"2,4-D",ALGAE,Chlorella vulgaris,NA,C,NOEL,72,0.199
94757,"2,4-D",ALGAE,Spirulina platensis,NA,C,NOEL,72,0.199
94757,"2,4-D",ALGAE,Dunaliella tertiolecta,NA,C,NOEC,96,31.3
94757,"2,4-D",ALGAE,Dunaliella tertiolecta,NA,A,EC50,96,45.5
94757,"2,4-D",FISH,Rasbora daniconia,NA,A,LC50,96,2000
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,96,7.4
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.4
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,2.4
94757,"2,4-D",FISH,Micropterus dolomieu,NA,A,LC50,96,3.1
94757,"2,4-D",FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,4.8
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,45
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,64
94757,"2,4-D",FISH,Ictalurus punctatus,NA,A,LC50,96,7
94757,"2,4-D",INVERT,Gammarus fasciatus,NA,A,LC50,96,2.4
94757,"2,4-D",INVERT,Daphnia magna,NA,C,NOEL,144,0.1
94757,"2,4-D",INVERT,Daphnia magna,NA,A,EC50,24,248
94757,"2,4-D",INVERT,Daphnia pulex,NA,A,EC50,24,325
94757,"2,4-D",INVERT,Mytilus edulis,NA,A,EC50,48,211.7
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,72
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,83
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,96,110
94757,"2,4-D",FISH,Oncorhynchus namaycush,NA,A,LC50,96,110
94757,"2,4-D",FISH,Oncorhynchus namaycush,NA,A,LC50,96,120
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,130
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,170
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,96,180
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,25
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,37
94757,"2,4-D",FISH,Oncorhynchus namaycush,NA,A,LC50,96,45
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,54
94757,"2,4-D",FISH,Oncorhynchus namaycush,NA,A,LC50,96,62
94757,"2,4-D",FISH,Oncorhynchus namaycush,NA,A,LC50,96,64
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,169
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,172
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,105
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,120
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,130
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,133
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,24.5
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,40
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,41.5
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,43.5
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,44
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,44.5
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,62
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,64
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,64
94757,"2,4-D",FISH,Salvelinus namaycush,NA,A,LC50,96,65.7
94757,"2,4-D",FISH,Oncorhynchus clarkii,NA,A,LC50,96,67
94757,"2,4-D",INVERT,Ceriodaphnia dubia,NA,A,LC50,24,273
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,24,416
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,LC50,48,422
94757,"2,4-D",INVERT,Ceriodaphnia dubia,NA,A,LC50,48,422
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,270
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,295
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,60
94757,"2,4-D",INVERT,Ceriodaphnia dubia,NA,A,LC50,48,236
94757,"2,4-D",INVERT,Eudiaptomus gracilis,NA,A,LC50,96,144.1
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,96,418
94757,"2,4-D",FISH,Morone saxatilis,NA,A,LC50,96,70.1
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,96,70.7
94757,"2,4-D",FISH,Lepomis gibbosus,NA,A,LC50,96,94.6
94757,"2,4-D",FISH,Fundulus diaphanus,NA,A,LC50,96,26.7
94757,"2,4-D",FISH,Anguilla rostrata,NA,A,LC50,96,300.6
94757,"2,4-D",FISH,Morone americana,NA,A,LC50,96,40
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,96.5
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,100
94757,"2,4-D",FISH,Lepomis gibbosus,NA,A,LC50,48,118
94757,"2,4-D",FISH,Fundulus diaphanus,NA,A,LC50,96,26.7
94757,"2,4-D",FISH,Fundulus diaphanus,NA,A,LC50,48,261
94757,"2,4-D",FISH,Anguilla rostrata,NA,A,LC50,96,301
94757,"2,4-D",FISH,Anguilla rostrata,NA,A,LC50,48,390
94757,"2,4-D",FISH,Morone americana,NA,A,LC50,96,40
94757,"2,4-D",FISH,Morone americana,NA,A,LC50,48,48.2
94757,"2,4-D",FISH,Morone saxatilis,NA,A,LC50,96,70.1
94757,"2,4-D",FISH,Morone saxatilis,NA,A,LC50,48,70.2
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,96,70.7
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,48,81.2
94757,"2,4-D",FISH,Lepomis gibbosus,NA,A,LC50,96,94.6
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,96.5
94757,"2,4-D",INVERT,Ceriodaphnia sp,NA,C,NOEC,864,0.016
94757,"2,4-D",INVERT,Daphnia pulex,NA,C,NOEC,864,0.016
94757,"2,4-D",INVERT,Daphnia pulex,NA,C,NOEL,312,0.12
94757,"2,4-D",INVERT,Scapholeberis sp,NA,C,NOEL,312,0.12
94757,"2,4-D",INVERT,Ceriodaphnia sp,NA,C,NOEL,312,0.12
94757,"2,4-D",INVERT,Daphnia ambigua,NA,C,NOEL,312,0.12
94757,"2,4-D",INVERT,Uca uruguayensis,NA,A,LC50,96,130
94757,"2,4-D",INVERT,Chasmagnathus granulata,NA,A,LC50,96,3370
94757,"2,4-D",INVERT,Daphnia pulex,NA,A,EC50,48,3.2
94757,"2,4-D",INVERT,Simocephalus serrulatus,NA,A,EC50,48,4.9
94757,"2,4-D",INVERT,Pteronarcys californica,NA,A,LC50,48,15
94757,"2,4-D",FISH,Oreochromis niloticus,NA,A,LC50,48,28.2
94757,"2,4-D",FISH,Oreochromis niloticus,NA,A,LC50,48,86.9
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,134.8
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,72,163
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,135
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,182
94757,"2,4-D",FISH,Wallago attu,NA,A,LC50,96,1600
94757,"2,4-D",FISH,Heteropneustes fossilis,NA,A,LC50,96,1620
94757,"2,4-D",FISH,Mystus vittatus,NA,A,LC50,96,1660
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,1730
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,1800
94757,"2,4-D",FISH,Labeo rohita,NA,A,LC50,96,1020
94757,"2,4-D",FISH,Gibelion catla,NA,A,LC50,96,1060
94757,"2,4-D",FISH,Labeo rohita,NA,A,LC50,96,1070
94757,"2,4-D",FISH,Cirrhinus mrigala,NA,A,LC50,96,1100
94757,"2,4-D",FISH,Labeo rohita,NA,A,LC50,96,1100
94757,"2,4-D",FISH,Gibelion catla,NA,A,LC50,96,1120
94757,"2,4-D",FISH,Cirrhinus mrigala,NA,A,LC50,96,1150
94757,"2,4-D",FISH,Cirrhinus mrigala,NA,A,LC50,96,1160
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,1160
94757,"2,4-D",FISH,Gibelion catla,NA,A,LC50,96,1170
94757,"2,4-D",FISH,Anabas testudineus,NA,A,LC50,96,1180
94757,"2,4-D",FISH,Oreochromis mossambicus,NA,A,LC50,96,1200
94757,"2,4-D",FISH,Wallago attu,NA,A,LC50,96,1220
94757,"2,4-D",FISH,Mystus vittatus,NA,A,LC50,96,1230
94757,"2,4-D",FISH,Clarias batrachus,NA,A,LC50,96,1250
94757,"2,4-D",FISH,Esomus danricus,NA,A,LC50,96,1250
94757,"2,4-D",FISH,Heteropneustes fossilis,NA,A,LC50,96,1250
94757,"2,4-D",FISH,Esomus danricus,NA,A,LC50,96,1260
94757,"2,4-D",FISH,Oreochromis mossambicus,NA,A,LC50,96,1260
94757,"2,4-D",FISH,Esomus danricus,NA,A,LC50,96,1280
94757,"2,4-D",FISH,Oreochromis mossambicus,NA,A,LC50,96,1280
94757,"2,4-D",FISH,Heteropneustes fossilis,NA,A,LC50,96,1370
94757,"2,4-D",FISH,Mystus vittatus,NA,A,LC50,96,1370
94757,"2,4-D",FISH,Anabas testudineus,NA,A,LC50,96,1400
94757,"2,4-D",FISH,Wallago attu,NA,A,LC50,96,1470
94757,"2,4-D",FISH,Mystus vittatus,NA,A,LC50,96,1480
94757,"2,4-D",FISH,Anabas testudineus,NA,A,LC50,96,1500
94757,"2,4-D",FISH,Oreochromis mossambicus,NA,A,LC50,96,1550
94757,"2,4-D",FISH,Wallago attu,NA,A,LC50,96,1550
94757,"2,4-D",FISH,Anabas testudineus,NA,A,LC50,96,1560
94757,"2,4-D",FISH,Esomus danricus,NA,A,LC50,96,1580
94757,"2,4-D",FISH,Heteropneustes fossilis,NA,A,LC50,96,1890
94757,"2,4-D",FISH,Cirrhinus mrigala,NA,A,LC50,96,740
94757,"2,4-D",FISH,Gibelion catla,NA,A,LC50,96,800
94757,"2,4-D",FISH,Labeo rohita,NA,A,LC50,96,850
94757,"2,4-D",ALGAE,Chlorella fusca,NA,A,EC50,24,88.9
94757,"2,4-D",FISH,Oryzias latipes,NA,A,LC50,96,110
94757,"2,4-D",INVERT,Culex tritaeniorhynchus,NA,A,LC50,24,91.8
94757,"2,4-D",FISH,Channa punctata,NA,A,LC50,96,1210
94757,"2,4-D",FISH,Channa punctata,NA,A,LC50,72,1250
94757,"2,4-D",FISH,Channa punctata,NA,A,LC50,48,1440
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,LC50,48,117
94757,"2,4-D",INVERT,Brachionus plicatilis,NA,A,LC50,48,598
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,EC50,48,128
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,C,NOEC,48,58
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,LC50,24,117
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,LC50,48,117
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,A,EC50,48,128
94757,"2,4-D",INVERT,Brachionus calyciflorus,NA,C,NOEC,48,58
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,260
94757,"2,4-D",FISH,Gambusia affinis,NA,A,LC50,48,360
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,940
94757,"2,4-D",FISH,Danio rerio,NA,A,LC50,96,29.2
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,96,320
94757,"2,4-D",FISH,Pimephales promelas,NA,C,NOEC,768,63.4
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,96,263
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,96,358
94757,"2,4-D",INVERT,Daphnia magna,NA,A,EC50,48,25
94757,"2,4-D",AMPHIB,Bufo melanostictus,NA,A,LC50,96,8.05
94757,"2,4-D",INVERT,Chironomus sp,NA,A,LC50,48,3.88
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,20
94757,"2,4-D",FISH,Labeo boga,NA,A,LC50,96,3.8
94757,"2,4-D",FISH,Rasbora neilgherriensis,NA,A,LC50,96,5.6
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,96,8.356
94757,"2,4-D",FISH,Labeo boga,NA,A,LC50,48,3.8
94757,"2,4-D",FISH,Rasbora neilgherriensis,NA,A,LC50,48,6.8
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,96,8.36
94757,"2,4-D",FISH,Poecilia reticulata,NA,A,LC50,48,9.62
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,18.4
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,15.3
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,20
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,21.3
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,24.1
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,31.3
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,35.4
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,35.7
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,42.5
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,96,5.1
94757,"2,4-D",FISH,Cyprinus carpio,NA,A,LC50,48,5.8
94757,"2,4-D",ALGAE,Dunaliella tertiolecta,NA,A,EC50,24,247
94757,"2,4-D",ALGAE,Chlorella vulgaris,NA,C,NOEL,144,400
94757,"2,4-D",ALGAE,Chlorococcum sp,NA,C,NOEL,144,400
94757,"2,4-D",ALGAE,Chlorella vulgaris,NA,C,NOEC,96,100
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,100
94757,"2,4-D",ALGAE,Scenedesmus quadricauda,NA,C,NOEL,NA,2
116063,Aldicarb,INVERT,Americamysis bahia,NA,C,NOEC,672,0.001
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.45
116063,Aldicarb,FISH,Ictalurus punctatus,NA,A,LC50,96,1.6
116063,Aldicarb,FISH,Carassius auratus,NA,A,LC50,48,7.4
116063,Aldicarb,FISH,Carassius auratus,NA,A,LC50,48,10
116063,Aldicarb,FISH,Carassius auratus,NA,A,LC50,96,7.4
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.065
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.56
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,48,0.065
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.56
116063,Aldicarb,ALGAE,Skeletonema costatum,NA,A,EC50,96,50
116063,Aldicarb,INVERT,Daphnia magna,NA,A,EC50,48,0.4107
116063,Aldicarb,INVERT,Daphnia magna,NA,C,NOEC,504,0.04
116063,Aldicarb,INVERT,Paramecium multimicronucleatum,NA,A,LC50,24,93
116063,Aldicarb,INVERT,Paramecium bursaria,NA,A,LC50,24,22
116063,Aldicarb,INVERT,Paramecium multimicronucleatum,NA,A,LC50,24,47
116063,Aldicarb,INVERT,Paramecium caudatum,NA,A,LC50,24,15
116063,Aldicarb,INVERT,Paramecium aurelia,NA,A,LC50,24,50
116063,Aldicarb,FISH,Oryzias latipes,NA,A,LC50,96,0.13
116063,Aldicarb,FISH,Oryzias latipes,NA,A,LC50,96,0.48
116063,Aldicarb,FISH,Oryzias latipes,NA,A,LC50,96,0.5
116063,Aldicarb,FISH,Oryzias latipes,NA,A,LC50,96,0.58
116063,Aldicarb,INVERT,Chironomus riparius,NA,A,EC50,24,0.0099
116063,Aldicarb,INVERT,Daphnia laevis,NA,A,EC50,48,0.051
116063,Aldicarb,INVERT,Daphnia laevis,NA,A,EC50,48,0.051
116063,Aldicarb,INVERT,Daphnia laevis,NA,A,EC50,48,0.065
116063,Aldicarb,INVERT,Daphnia laevis,NA,A,LC50,48,0.07
116063,Aldicarb,INVERT,Daphnia laevis,NA,A,LC50,48,0.209
116063,Aldicarb,FISH,Poecilia reticulata,NA,A,LC50,96,0.666
116063,Aldicarb,FISH,Danio rerio,NA,A,LC50,96,10.1
116063,Aldicarb,FISH,Pimephales promelas,NA,A,LC50,96,0.861
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.05
116063,Aldicarb,FISH,Centropomus undecimalis,NA,A,LC50,96,0.1
116063,Aldicarb,FISH,Cyprinodon variegatus,NA,A,LC50,96,0.1
116063,Aldicarb,INVERT,Chironomus riparius,NA,A,EC50,48,0.01
116063,Aldicarb,INVERT,Culex quinquefasciatus,NA,A,LC50,24,0.096
116063,Aldicarb,FISH,Cyprinodon variegatus,NA,A,LC50,96,0.041
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.052
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.071
116063,Aldicarb,FISH,Lagodon rhomboides,NA,A,LC50,96,0.08
116063,Aldicarb,FISH,Cyprinodon variegatus,NA,A,LC50,96,0.17
116063,Aldicarb,FISH,Leiostomus xanthurus,NA,A,LC50,96,0.2
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.66
116063,Aldicarb,INVERT,Penaeus duorarum,NA,A,LC50,96,0.012
116063,Aldicarb,INVERT,Americamysis bahia,NA,A,LC50,96,0.013
116063,Aldicarb,INVERT,Americamysis bahia,NA,A,LC50,96,0.016
116063,Aldicarb,INVERT,Penaeus stylirostris,NA,A,LC50,48,0.072
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.56
116063,Aldicarb,FISH,Pimephales promelas,NA,A,LC50,48,8.86
116063,Aldicarb,INVERT,Daphnia magna,NA,A,LC50,48,0.583
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,96,0.459
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,72,0.623
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,72,2.39
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,96,2.42
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,48,3.3
116063,Aldicarb,FISH,Barbus conchonius,NA,A,LC50,48,8.99
116063,Aldicarb,INVERT,Echinogammarus tibaldii,NA,A,LC50,96,0.22
116063,Aldicarb,INVERT,Gammarus italicus,NA,A,LC50,96,0.42
116063,Aldicarb,FISH,Ictalurus punctatus,NA,A,LC50,48,9.75
116063,Aldicarb,FISH,Pimephales promelas,NA,C,NOEC,768,0.078
116063,Aldicarb,FISH,Pimephales promelas,NA,A,LC50,96,1.2
116063,Aldicarb,FISH,Pimephales promelas,NA,A,LC50,96,1.37
116063,Aldicarb,FISH,Ictalurus punctatus,NA,A,LC50,96,45
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.56
116063,Aldicarb,INVERT,Pila globosa,NA,A,LC50,96,175
116063,Aldicarb,INVERT,Lymnaea acuminata,NA,A,LC50,96,11.5
116063,Aldicarb,INVERT,Daphnia magna,NA,A,LC50,48,0.075
116063,Aldicarb,INVERT,Aedes taeniorhynchus,NA,A,LC50,24,0.15
116063,Aldicarb,INVERT,Aedes aegypti,NA,A,LC50,48,0.27
116063,Aldicarb,INVERT,Artemia sp,NA,A,LC50,48,5.46
116063,Aldicarb,INVERT,Daphnia magna,NA,A,LC50,48,0.74
116063,Aldicarb,INVERT,Daphnia magna,NA,A,EC50,24,0.228
116063,Aldicarb,INVERT,Chironomus riparius,NA,A,LC50,48,0.017
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.0633
116063,Aldicarb,FISH,Lepomis macrochirus,NA,A,LC50,96,0.115
116063,Aldicarb,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.56
116063,Aldicarb,INVERT,Daphnia magna,NA,A,EC50,48,0.411
116063,Aldicarb,FISH,Danio rerio,NA,A,LC50,96,1.096
116063,Aldicarb,FISH,Danio rerio,NA,A,LC50,96,279.9
116063,Aldicarb,INVERT,Parastenocaris germanica,NA,A,EC50,96,0.036
116063,Aldicarb,INVERT,Parastenocaris germanica,NA,A,LC50,96,2.9
1327533,Arsenic trioxide,ALGAE,Desmodesmus subspicatus,NA,C,EC10,72,34.7
1327533,Arsenic trioxide,ALGAE,Desmodesmus subspicatus,NA,A,EC50,72,34.7
1327533,Arsenic trioxide,ALGAE,Desmodesmus subspicatus,NA,A,EC50,72,60.3
1327533,Arsenic trioxide,ALGAE,Desmodesmus subspicatus,NA,C,EC10,72,9.4
1327533,Arsenic trioxide,INVERT,Daphnia magna,NA,A,EC50,24,16.5
1327533,Arsenic trioxide,INVERT,Streptocephalus proboscideus,NA,A,LC50,24,21.9
1327533,Arsenic trioxide,INVERT,Brachionus calyciflorus,NA,A,LC50,24,31.9
1327533,Arsenic trioxide,FISH,Oncorhynchus mykiss,NA,A,LC50,144,13.3
1327533,Arsenic trioxide,FISH,Fundulus similis,NA,A,EC50,96,40
